OID_,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,NCES_ID,TYPE,NCES_TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,lon,lat
184,Longy School of Music of Bard College, ,27 Garden Street,Cambridge,2138, ,CAMBRIDGE,(617) 876-0956,166489,PRI,"4-year, Private not-for-profit",Performing Arts College,"C, PBC, M, PMC",Two but less than 4 years certificate;Postbaccalaureate certificate;Master's degree;Post-master's certificate,Music,City: Midsize,No,-71.1234131,42.3785286
185,Harvard University,Law School,1585 Massachusetts Avenue,Cambridge,2138, ,CAMBRIDGE,(617) 496-8214,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,-71.1188354,42.3790665
186,Lesley University, ,29 Everett Street,Cambridge,2138,2790,CAMBRIDGE,(617) 868-9600,166452,PRI,"4-year, Private not-for-profit",Private University,"C, A, B, PBC, M, PMC, D",Associate's degree;Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship,Education Program,City: Midsize,Yes,-71.1172943,42.3802834
187,East Boston Beauty Academy, ,4 Neptune Road,Boston,2128, ,BOSTON,(617) 569-2590, ,PRI,"< 2-year, Private for-profit",Private Vocational School,C, ,Cosmetology,City: Large,No,-71.025444,42.3802795
188,Harvard-Smithsonian,Center for Astrophysics,60 Garden Street,Cambridge,2138, ,CAMBRIDGE,(617) 495-7461,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,-71.128006,42.3815384
189,Shawsheen Valley School of Practical Nursing, ,100 Cook Street,Billerica,1821, ,BILLERICA,(978) 667-2111,412535,PUB,"< 2-year, Public",Adult Education,C,One but less than two years certificate,Licensed Practical/Vocational Nurse Training,Suburb: Large,No,-71.2180328,42.5476608
190,Montserrat College of Art, ,23 Essex Street,Beverly,1915, ,BEVERLY,(978) 922-8222,166911,PRI,"4-year, Private not-for-profit",Visual Arts College,B,Bachelor's degree,Visual Arts,Suburb: Large,Yes,-70.8761292,42.55019
191,Endicott College, ,376 Hale Street,Beverly,1915, ,BEVERLY,(978) 927-0585,165699,PRI,"4-year, Private not-for-profit",Liberal Arts College,"C, A, B, PBC, M, PMC, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship, ,Suburb: Large,Yes,-70.843338,42.55336
192,Montachusett Regional Vocational Technical School Practical Nursing Program, ,1050 Westminster Street,Fitchburg,1420, ,FITCHBURG,(978) 345-9200,433040,PUB,"< 2-year, Public",Medical Program,C,One but less than two years certificate,Licensed Practical/Vocational Nurse Training,Suburb: Midsize,No,-71.8608093,42.5606804
193,University of Massachusetts Amherst,Main Campus,181 Presidents Drive,Amherst,1003,9291,AMHERST,(413) 545-0111,166629,PUB,"4-year, Public",University of Massachusetts,"C, A, B, PBC, M, D",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,Suburb: Large,Yes,-72.5266113,42.3859673
194,Lincoln Technical Institute,Somerville,5 Middlesex Avenue,Somerville,2145, ,SOMERVILLE,(617) 776-3500,165556,PRI,"< 2-year, Private for-profit",Technical Institute,C,Less than one year certificate;One but less than two years certificate,Medical/Clinical Assistant,Suburb: Large,No,-71.0824051,42.3910599
195,Tufts University,Medford/Somerville Campus,419 Boston Avenue,Medford,2155, ,MEDFORD,(617) 628-5000,168148,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,Suburb: Large,Yes,-71.1183472,42.4085083
196,Flavia Leal Beauty School,Everett,20 Chelsea Street,Everett,2149, ,EVERETT,(781) 995-4009, ,PRI,"< 2-year, Private for-profit",Private Vocational School,C, ,Cosmetology,City: Small,No,-71.0545502,42.4067688
197,Elizabeth Grady School of Esthetics and Massage Therapy, ,222 Boston Avenue,Medford,2155, ,MEDFORD,(781) 391-9380,362782,PRI,"< 2-year, Private for-profit",Private Vocational School,C,Less than one year certificate,Aesthetician/Esthetician and Skin Care Specialist,Suburb: Large,No,-71.1261749,42.4147873
198,Northeastern University,Coastal Sustainability Institute,430 Nahant Road,Nahant,1908, ,NAHANT,(781) 581-7370,167358,PRI,"4-year, Private not-for-profit",Research University,"B, M, PMC, D",Bachelor's degree;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice;Doctor's degree - other, ,City: Large,Yes,-70.9073334,42.4184227
199,Lawrence Memorial Hospital/Regis College School of Nursing, ,170 Governors Avenue,Medford,2155, ,MEDFORD,(781) 306-6600,166407,PRI,"2-year, Private not-for-profit",Medical Program,A,Associate's degree,Licensed Practical/Vocational Nurse Training,Suburb: Large,No,-71.1110992,42.4262238
200,Blessing Channels Nail Academy, ,"76 Winn Street, #1C",Woburn,1801, ,WOBURN,(781) 729-8868, ,PRI,"< 2-year, Private for-profit",Private Vocational School,C, ,Cosmetology,Suburb: Large,No,-71.1556168,42.4821777
201,Woburn Electrical School, ,14 Orange Street,Woburn,1801, ,WOBURN,(781) 223-1924, ,PRI,"< 2-year, Private for-profit",Private Occupational Program,C, ,Electrician,Suburb: Large,No,-71.125061,42.4838181
202,Catherine Hinds Institute of Esthetics, ,300 Wildwood Avenue,Woburn,1801, ,WOBURN,(781) 935-3344,165255,PRI,"< 2-year, Private for-profit",Private Vocational School,C,Less than one year certificate;One but less than two years certificate,Master Aesthetician/Esthetician,Suburb: Large,No,-71.137146,42.4932709
203,Millennium Training Institute, ,600 West Cummings Park,Woburn,1801, ,WOBURN,(888) 388-9981,451264,PRI,"< 2-year, Private for-profit",Technical Institute,C,Less than one year certificate,Accounting Technology/Technician and Bookkeeping,Suburb: Large,No,-71.1273956,42.4957008
204,Flavia Leal Beauty School,Woburn,36 Cummings Park,Woburn,1801, ,WOBURN,(781) 995-4009, ,PRI,"< 2-year, Private for-profit",Private Vocational School,C, ,Cosmetology,Suburb: Large,No,-71.1244888,42.498455
205,Hair's How, ,99 Preston Street,Wakefield,1880, ,WAKEFIELD,(781) 224-4800, ,PRI,"< 2-year, Private for-profit",Private Vocational School,C, ,Cosmetology,Suburb: Small,No,-71.0602722,42.5035133
206,Salem State University, ,352 Lafayette Street,Salem,1970,5353,SALEM,(978) 542-6000,167729,PUB,"4-year, Public",State University,"B, PBC, M, PMC",Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate, ,Suburb: Large,Yes,-70.890358,42.5036125
207,Conway School of Landscape Design,Main Campus,88 Village Hill Road,Northampton,1060, ,NORTHAMPTON,(413) 369-4044,165495,PRI,"4-year, Private not-for-profit",Graduate Landscape Program,M,Master's degree,Landscape Design,Suburb: Large,No,-72.6487732,42.3138046
208,Middlesex Community College,Bedford,591 Springs Road,Bedford,1730, ,BEDFORD,(781) 280-3200,166887,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,-71.2741318,42.5245972
209,University of Massachusetts Dartmouth School for Marine Science and Technology,New Bedford - East,836 South Rodney French Boulevard,New Bedford,2744,1221,NEW BEDFORD,(508) 999-8193,167987,PUB,"4-year, Public",University of Massachusetts,"C, B, PBC, M, PMC, D",Less than one year certificate;One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,Marine Science & Technology,Suburb: Midsize,Yes,-70.9066849,41.5960197
210,Cape Cod Community College Adult and Continuing Education - Martha's Vineyard,Martha's Vineyard,100 Edgartown Vineyard Haven Road,Oak Bluffs,2557, ,OAK BLUFFS,(508) 367-5792,165194,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;Associate's degree, ,City: Small,No,-70.5955963,41.4183655
211,Cape Cod Community College,Plymouth Municipal Airport,246 South Meadow Road,Plymouth,2360, ,PLYMOUTH,(508) 362-2131,165194,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;Associate's degree, ,City: Small,No,-70.7327499,41.909935
212,Cape Cod Community College,Burnell Hall at Bridgewater State,66 Hooper Street,Bridgewater,2325, ,BRIDGEWATER,(508) 362-2131,165194,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;Associate's degree, ,City: Small,No,-70.9650574,41.9895172
213,Bunker Hill Community College,Chelsea,70 Everett Avenue,Chelsea,2150,2917,CHELSEA,(617) 228-2101,165112,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;Associate's degree, ,City: Large,No,-71.0406113,42.3929672
214,Millennium Training Institute,Dorchester/Milton Satellite Location,2 Granite Avenue,Milton,2186, ,MILTON,(888) 388-9981,451264,PRI,"< 2-year, Private for-profit",Technical Institute,C,Less than one year certificate,Accounting Technology/Technician and Bookkeeping,Suburb: Large,No,-71.051712,42.2769508
215,Gould Construction Institute,Burlington,"200 Wheeler Road, North Tower 4th Floor",Burlington,1803, ,BURLINGTON,(781) 270-9990, ,PRI,"< 2-year, Private for-profit",Private Occupational Program,C, ,Electrician,Suburb: Small,No,-71.2164688,42.4748878
216,Porter And Chester Institute,Brockton,609 Belmont Street,Brockton,2301, ,BROCKTON,(774) 360-8300, ,PRI,"< 2-year, Private for-profit",Technical Institute,C,One but less than two years certificate, ,Suburb: Large,No,-71.0447083,42.0732193
